TestId,Rank,ProbeMRR,ProbeERI,ProbeEPI,GalleryMRR,GalleryERI,GalleryEPI,P_Pos,G_Pos,MES_Id,Score,Qual_type,P_Qual,G_Qual
A011,2,4,,,1031,,,ALL,ALL,1,2027.545360663561,,,
A011,2,4,,,1031,,,NULL,1_1,1,2027.545360663561,,,
A011,3,4,,,1032,,,ALL,ALL,1,1897.2556282992698,,,
A011,3,4,,,1032,,,NULL,1_1,1,1897.2556282992698,,,
A011,4,4,,,1033,,,ALL,ALL,1,1819.6919105102766,,,
A011,4,4,,,1033,,,NULL,1_1,1,1819.6919105102766,,,
A011,5,4,,,1034,,,ALL,ALL,1,1759.596461101792,,,
A011,5,4,,,1034,,,NULL,1_1,1,1759.596461101792,,,
A011,6,4,,,1035,,,ALL,ALL,1,1488.1180324814768,,,
A011,6,4,,,1035,,,NULL,1_1,1,1488.1180324814768,,,
A011,7,4,,,1036,,,ALL,ALL,1,1433.0439096231767,,,
A011,7,4,,,1036,,,NULL,1_1,1,1433.0439096231767,,,
A011,8,4,,,1037,,,ALL,ALL,1,1385.7981406747926,,,
A011,8,4,,,1037,,,NULL,1_1,1,1385.7981406747926,,,
A011,9,4,,,1038,,,ALL,ALL,1,1363.778645112246,,,
A011,9,4,,,1038,,,NULL,1_1,1,1363.778645112246,,,
A011,10,4,,,1039,,,ALL,ALL,1,733.0179103702164,,,
A011,10,4,,,1039,,,NULL,1_1,1,733.0179103702164,,,
A011,1,5,,,1040,,,ALL,ALL,1,2469.009840283786,,,
A011,1,5,,,1040,,,NULL,10_1,1,2469.009840283786,,,
A011,2,5,,,1041,,,ALL,ALL,1,1776.0732906631745,,,
A011,2,5,,,1041,,,NULL,10_1,1,1776.0732906631745,,,
A011,3,5,,,1042,,,ALL,ALL,1,1717.2085898303178,,,
A011,3,5,,,1042,,,NULL,10_1,1,1717.2085898303178,,,
A011,4,5,,,1043,,,ALL,ALL,1,1592.8187073527076,,,
A011,4,5,,,1043,,,NULL,10_1,1,1592.8187073527076,,,
A011,5,5,,,1044,,,ALL,ALL,1,1436.8323653280352,,,
A011,5,5,,,1044,,,NULL,10_1,1,1436.8323653280352,,,
A011,6,5,,,1045,,,ALL,ALL,1,1435.6422533670411,,,
A011,6,5,,,1045,,,NULL,10_1,1,1435.6422533670411,,,
A011,7,5,,,1046,,,ALL,ALL,1,1375.3311925571718,,,
A011,7,5,,,1046,,,NULL,10_1,1,1375.3311925571718,,,
A011,8,5,,,1047,,,ALL,ALL,1,1220.2178560061793,,,
A011,8,5,,,1047,,,NULL,10_1,1,1220.2178560061793,,,
A011,9,5,,,1048,,,ALL,ALL,1,849.5205627996912,,,
A011,9,5,,,1048,,,NULL,10_1,1,849.5205627996912,,,
A011,10,5,,,1049,,,ALL,ALL,1,795.3868711394276,,,
A011,10,5,,,1049,,,NULL,10_1,1,795.3868711394276,,,
A011,1,6,,,1050,,,ALL,ALL,1,2866.824823358711,,,
A011,1,6,,,1050,,,NULL,6_1,1,2866.824823358711,,,
A011,2,6,,,1051,,,ALL,ALL,1,1920.288170860234,,,
A011,2,6,,,1051,,,NULL,6_1,1,1920.288170860234,,,
A011,3,6,,,1052,,,ALL,ALL,1,1733.4952892923886,,,
A011,3,6,,,1052,,,NULL,6_1,1,1733.4952892923886,,,
A011,4,6,,,1053,,,ALL,ALL,1,1710.3443398415634,,,
A011,4,6,,,1053,,,NULL,6_1,1,1710.3443398415634,,,
A011,5,6,,,1054,,,ALL,ALL,1,1624.3301528837778,,,
A011,5,6,,,1054,,,NULL,6_1,1,1624.3301528837778,,,
A011,6,6,,,1055,,,ALL,ALL,1,1564.9465760529972,,,
A011,6,6,,,1055,,,NULL,6_1,1,1564.9465760529972,,,
A011,7,6,,,1056,,,ALL,ALL,1,1452.27232189703,,,
A011,7,6,,,1056,,,NULL,6_1,1,1452.27232189703,,,
A011,8,6,,,1057,,,ALL,ALL,1,1392.685889297515,,,
A011,8,6,,,1057,,,NULL,6_1,1,1392.685889297515,,,
A011,9,6,,,1058,,,ALL,ALL,1,1228.5182676448376,,,
A011,9,6,,,1058,,,NULL,6_1,1,1228.5182676448376,,,
A011,10,6,,,1059,,,ALL,ALL,1,946.1519765825144,,,
A011,10,6,,,1059,,,NULL,6_1,1,946.1519765825144,,,
A011,1,7,,,1060,,,ALL,ALL,1,2563.7509734768732,,,
A011,1,7,,,1060,,,NULL,2_1,1,2563.7509734768732,,,
A011,2,7,,,1061,,,ALL,ALL,1,1938.0381655876151,,,
A011,2,7,,,1061,,,NULL,2_1,1,1938.0381655876151,,,
A011,3,7,,,1062,,,ALL,ALL,1,1798.87772994626,,,
A011,3,7,,,1062,,,NULL,2_1,1,1798.87772994626,,,
A011,4,7,,,1063,,,ALL,ALL,1,1688.3123542600777,,,
A011,4,7,,,1063,,,NULL,2_1,1,1688.3123542600777,,,
A011,5,7,,,1064,,,ALL,ALL,1,1605.6778397441014,,,
A011,5,7,,,1064,,,NULL,2_1,1,1605.6778397441014,,,
A011,6,7,,,1065,,,ALL,ALL,1,1551.6209774143176,,,
A011,6,7,,,1065,,,NULL,2_1,1,1551.6209774143176,,,
A011,7,7,,,1066,,,ALL,ALL,1,1363.2816935321903,,,
A011,7,7,,,1066,,,NULL,2_1,1,1363.2816935321903,,,
A011,8,7,,,1067,,,ALL,ALL,1,1340.2376605331383,,,
A011,8,7,,,1067,,,NULL,2_1,1,1340.2376605331383,,,
A011,9,7,,,1068,,,ALL,ALL,1,1235.1344445966818,,,
A011,9,7,,,1068,,,NULL,2_1,1,1235.1344445966818,,,
A011,10,7,,,1069,,,ALL,ALL,1,1206.5288289932855,,,
A011,10,7,,,1069,,,NULL,2_1,1,1206.5288289932855,,,
A011,1,8,,,1070,,,ALL,ALL,1,1923.7519964913154,,,
A011,1,8,,,1070,,,NULL,4_1,1,1923.7519964913154,,,
A011,2,8,,,1071,,,ALL,ALL,1,1886.5380748389234,,,
A011,2,8,,,1071,,,NULL,4_1,1,1886.5380748389234,,,
A011,3,8,,,1072,,,ALL,ALL,1,1741.442384911829,,,
A011,3,8,,,1072,,,NULL,4_1,1,1741.442384911829,,,
A011,4,8,,,1073,,,ALL,ALL,1,1692.488679835317,,,
A011,4,8,,,1073,,,NULL,4_1,1,1692.488679835317,,,
A011,5,8,,,1074,,,ALL,ALL,1,1424.729725288495,,,
A011,5,8,,,1074,,,NULL,4_1,1,1424.729725288495,,,
A011,6,8,,,1075,,,ALL,ALL,1,1316.9754496190287,,,
A011,6,8,,,1075,,,NULL,4_1,1,1316.9754496190287,,,
A011,7,8,,,1076,,,ALL,ALL,1,1296.6691976705163,,,
A011,7,8,,,1076,,,NULL,4_1,1,1296.6691976705163,,,
A011,8,8,,,1077,,,ALL,ALL,1,1287.6087643282606,,,
A011,8,8,,,1077,,,NULL,4_1,1,1287.6087643282606,,,
A011,9,8,,,1078,,,ALL,ALL,1,1119.9450516419163,,,
A011,9,8,,,1078,,,NULL,4_1,1,1119.9450516419163,,,
A011,10,8,,,1079,,,ALL,ALL,1,1001.8983247151162,,,
A011,10,8,,,1079,,,NULL,4_1,1,1001.8983247151162,,,
A011,1,9,,,1080,,,ALL,ALL,1,2455.210133162755,,,
A011,1,9,,,1080,,,NULL,5_1,1,2455.210133162755,,,
A011,2,9,,,1081,,,ALL,ALL,1,2183.5953504092618,,,
A011,2,9,,,1081,,,NULL,5_1,1,2183.5953504092618,,,
A011,3,9,,,1082,,,ALL,ALL,1,1694.1322783741189,,,
A011,3,9,,,1082,,,NULL,5_1,1,1694.1322783741189,,,
A011,4,9,,,1083,,,ALL,ALL,1,1647.757346171876,,,
A011,4,9,,,1083,,,NULL,5_1,1,1647.757346171876,,,
A011,5,9,,,1084,,,ALL,ALL,1,1453.8785865713244,,,
A011,5,9,,,1084,,,NULL,5_1,1,1453.8785865713244,,,
A011,6,9,,,1085,,,ALL,ALL,1,1291.546754062059,,,
A011,6,9,,,1085,,,NULL,5_1,1,1291.546754062059,,,
A011,7,9,,,1086,,,ALL,ALL,1,1289.2494555244139,,,
A011,7,9,,,1086,,,NULL,5_1,1,1289.2494555244139,,,
A011,8,9,,,1087,,,ALL,ALL,1,1278.0631886689405,,,
A011,8,9,,,1087,,,NULL,5_1,1,1278.0631886689405,,,
A011,9,9,,,1088,,,ALL,ALL,1,1272.6171846046332,,,
A011,9,9,,,1088,,,NULL,5_1,1,1272.6171846046332,,,
A011,10,9,,,1089,,,ALL,ALL,1,1175.3764641774187,,,
A011,10,9,,,1089,,,NULL,5_1,1,1175.3764641774187,,,
A011,1,10,,,1090,,,ALL,ALL,1,2087.407050760786,,,
A011,1,10,,,1090,,,NULL,10_1,1,2087.407050760786,,,
A011,2,10,,,1091,,,ALL,ALL,1,2081.9497026729337,,,
A011,2,10,,,1091,,,NULL,10_1,1,2081.9497026729337,,,
A011,3,10,,,1092,,,ALL,ALL,1,2066.331693598102,,,
A011,3,10,,,1092,,,NULL,10_1,1,2066.331693598102,,,
A011,4,10,,,1093,,,ALL,ALL,1,1960.0206713489977,,,
A011,4,10,,,1093,,,NULL,10_1,1,1960.0206713489977,,,
A011,5,10,,,1094,,,ALL,ALL,1,1733.6171325306332,,,
A011,5,10,,,1094,,,NULL,10_1,1,1733.6171325306332,,,
A011,6,10,,,1095,,,ALL,ALL,1,1410.9208631534173,,,
A011,6,10,,,1095,,,NULL,10_1,1,1410.9208631534173,,,
A011,7,10,,,1096,,,ALL,ALL,1,1319.3105271589454,,,
A011,7,10,,,1096,,,NULL,10_1,1,1319.3105271589454,,,
A011,8,10,,,1097,,,ALL,ALL,1,1262.6762427586148,,,
A011,8,10,,,1097,,,NULL,10_1,1,1262.6762427586148,,,
A011,9,10,,,1098,,,ALL,ALL,1,984.5189990413627,,,
A011,9,10,,,1098,,,NULL,10_1,1,984.5189990413627,,,
A011,10,10,,,1099,,,ALL,ALL,1,816.3157354024584,,,
A011,10,10,,,1099,,,NULL,10_1,1,816.3157354024584,,,
A011,1,11,,,1100,,,ALL,ALL,1,2172.509307765072,,,
A011,1,11,,,1100,,,NULL,4_1,1,2172.509307765072,,,
A011,2,11,,,1101,,,ALL,ALL,1,2095.7132817107786,,,
A011,2,11,,,1101,,,NULL,4_1,1,2095.7132817107786,,,
A011,3,11,,,1102,,,ALL,ALL,1,1961.7121350343814,,,
A011,3,11,,,1102,,,NULL,4_1,1,1961.7121350343814,,,
A011,4,11,,,1103,,,ALL,ALL,1,1887.920766723425,,,
A011,4,11,,,1103,,,NULL,4_1,1,1887.920766723425,,,
A011,5,11,,,1104,,,ALL,ALL,1,1752.23678627829,,,
A011,5,11,,,1104,,,NULL,4_1,1,1752.23678627829,,,
A011,6,11,,,1105,,,ALL,ALL,1,1744.082026136784,,,
A011,6,11,,,1105,,,NULL,4_1,1,1744.082026136784,,,
A011,7,11,,,1106,,,ALL,ALL,1,1656.3274468608063,,,
A011,7,11,,,1106,,,NULL,4_1,1,1656.3274468608063,,,
A011,8,11,,,1107,,,ALL,ALL,1,1641.735367736693,,,
A011,8,11,,,1107,,,NULL,4_1,1,1641.735367736693,,,
A011,9,11,,,1108,,,ALL,ALL,1,1564.938439802597,,,
A011,9,11,,,1108,,,NULL,4_1,1,1564.938439802597,,,
A011,10,11,,,1109,,,ALL,ALL,1,1437.5303532957628,,,
A011,10,11,,,1109,,,NULL,4_1,1,1437.5303532957628,,,
A011,1,12,,,1110,,,ALL,ALL,1,2025.8306567241737,,,
A011,1,12,,,1110,,,NULL,3_1,1,2025.8306567241737,,,
A011,2,12,,,1111,,,ALL,ALL,1,1882.7894853331995,,,
A011,2,12,,,1111,,,NULL,3_1,1,1882.7894853331995,,,
A011,3,12,,,1112,,,ALL,ALL,1,1869.5136724132972,,,
A011,3,12,,,1112,,,NULL,3_1,1,1869.5136724132972,,,
A011,4,12,,,1113,,,ALL,ALL,1,1841.1095108262434,,,
A011,4,12,,,1113,,,NULL,3_1,1,1841.1095108262434,,,
A011,5,12,,,1114,,,ALL,ALL,1,1790.1426518386486,,,
A011,5,12,,,1114,,,NULL,3_1,1,1790.1426518386486,,,
A011,6,12,,,1115,,,ALL,ALL,1,1621.9230515950403,,,
A011,6,12,,,1115,,,NULL,3_1,1,1621.9230515950403,,,
A011,7,12,,,1116,,,ALL,ALL,1,1597.9752170727443,,,
A011,7,12,,,1116,,,NULL,3_1,1,1597.9752170727443,,,
A011,8,12,,,1117,,,ALL,ALL,1,1480.146637136475,,,
A011,8,12,,,1117,,,NULL,3_1,1,1480.146637136475,,,
A011,9,12,,,1118,,,ALL,ALL,1,1048.651498196271,,,
A011,9,12,,,1118,,,NULL,3_1,1,1048.651498196271,,,
A011,10,12,,,1119,,,ALL,ALL,1,615.4989692750883,,,
A011,10,12,,,1119,,,NULL,3_1,1,615.4989692750883,,,
A011,1,13,,,1120,,,ALL,ALL,1,2039.0886578418438,,,
A011,1,13,,,1120,,,NULL,2_1,1,2039.0886578418438,,,
A011,2,13,,,1121,,,ALL,ALL,1,1821.8117959478286,,,
A011,2,13,,,1121,,,NULL,2_1,1,1821.8117959478286,,,
A011,3,13,,,1122,,,ALL,ALL,1,1566.638454957657,,,
A011,3,13,,,1122,,,NULL,2_1,1,1566.638454957657,,,
A011,4,13,,,1123,,,ALL,ALL,1,1531.2856144036741,,,
A011,4,13,,,1123,,,NULL,2_1,1,1531.2856144036741,,,
A011,5,13,,,1124,,,ALL,ALL,1,1452.2411511468185,,,
A011,5,13,,,1124,,,NULL,2_1,1,1452.2411511468185,,,
A011,6,13,,,1125,,,ALL,ALL,1,1391.7649183453786,,,
A011,6,13,,,1125,,,NULL,2_1,1,1391.7649183453786,,,
A011,7,13,,,1126,,,ALL,ALL,1,1336.7597773241346,,,
A011,7,13,,,1126,,,NULL,2_1,1,1336.7597773241346,,,
A011,8,13,,,1127,,,ALL,ALL,1,1227.4457254911395,,,
A011,8,13,,,1127,,,NULL,2_1,1,1227.4457254911395,,,
A011,9,13,,,1128,,,ALL,ALL,1,1205.72676118017,,,
A011,9,13,,,1128,,,NULL,2_1,1,1205.72676118017,,,
A011,10,13,,,1129,,,ALL,ALL,1,1034.449921114013,,,
A011,10,13,,,1129,,,NULL,2_1,1,1034.449921114013,,,
A011,1,14,,,1130,,,ALL,ALL,1,2941.7551942710083,,,
A011,1,14,,,1130,,,NULL,10_1,1,2941.7551942710083,,,
A011,2,14,,,1131,,,ALL,ALL,1,2174.399303369387,,,
A011,2,14,,,1131,,,NULL,10_1,1,2174.399303369387,,,
A011,3,14,,,1132,,,ALL,ALL,1,1970.6536500890315,,,
A011,3,14,,,1132,,,NULL,10_1,1,1970.6536500890315,,,
A011,4,14,,,1133,,,ALL,ALL,1,1721.3698375990123,,,
A011,4,14,,,1133,,,NULL,10_1,1,1721.3698375990123,,,
A011,5,14,,,1134,,,ALL,ALL,1,1686.200888101124,,,
A011,5,14,,,1134,,,NULL,10_1,1,1686.200888101124,,,
A011,6,14,,,1135,,,ALL,ALL,1,1488.3562223164333,,,
A011,6,14,,,1135,,,NULL,10_1,1,1488.3562223164333,,,
A011,7,14,,,1136,,,ALL,ALL,1,1460.3515784261958,,,
A011,7,14,,,1136,,,NULL,10_1,1,1460.3515784261958,,,
A011,8,14,,,1137,,,ALL,ALL,1,1387.0700244521427,,,
A011,8,14,,,1137,,,NULL,10_1,1,1387.0700244521427,,,
A011,9,14,,,1138,,,ALL,ALL,1,1345.9446925742752,,,
A011,9,14,,,1138,,,NULL,10_1,1,1345.9446925742752,,,
A011,10,14,,,1139,,,ALL,ALL,1,1220.9598264463216,,,
A011,10,14,,,1139,,,NULL,10_1,1,1220.9598264463216,,,
A011,1,15,,,1140,,,ALL,ALL,1,2012.3260060870925,,,
A011,1,15,,,1140,,,NULL,5_1,1,2012.3260060870925,,,
A011,2,15,,,1141,,,ALL,ALL,1,1958.5476996955022,,,
A011,2,15,,,1141,,,NULL,5_1,1,1958.5476996955022,,,
A011,3,15,,,1142,,,ALL,ALL,1,1953.551016138414,,,
A011,3,15,,,1142,,,NULL,5_1,1,1953.551016138414,,,
A011,4,15,,,1143,,,ALL,ALL,1,1889.6213838648914,,,
A011,4,15,,,1143,,,NULL,5_1,1,1889.6213838648914,,,
A011,5,15,,,1144,,,ALL,ALL,1,1840.024689052998,,,
A011,5,15,,,1144,,,NULL,5_1,1,1840.024689052998,,,
A011,6,15,,,1145,,,ALL,ALL,1,1793.5712712622712,,,
A011,6,15,,,1145,,,NULL,5_1,1,1793.5712712622712,,,
A011,7,15,,,1146,,,ALL,ALL,1,1655.0315351795316,,,
A011,7,15,,,1146,,,NULL,5_1,1,1655.0315351795316,,,
A011,8,15,,,1147,,,ALL,ALL,1,1476.9266931000889,,,
A011,8,15,,,1147,,,NULL,5_1,1,1476.9266931000889,,,
A011,9,15,,,1148,,,ALL,ALL,1,1380.081790273824,,,
A011,9,15,,,1148,,,NULL,5_1,1,1380.081790273824,,,
A011,10,15,,,1149,,,ALL,ALL,1,912.1146006669844,,,
A011,10,15,,,1149,,,NULL,5_1,1,912.1146006669844,,,
A011,1,16,,,1150,,,ALL,ALL,1,3123.853146903484,,,
A011,1,16,,,1150,,,NULL,6_1,1,3123.853146903484,,,
A011,2,16,,,1151,,,ALL,ALL,1,2106.8807277393535,,,
A011,2,16,,,1151,,,NULL,6_1,1,2106.8807277393535,,,
A011,3,16,,,1152,,,ALL,ALL,1,2011.8721599152088,,,
A011,3,16,,,1152,,,NULL,6_1,1,2011.8721599152088,,,
A011,4,16,,,1153,,,ALL,ALL,1,1868.5563141152738,,,
A011,4,16,,,1153,,,NULL,6_1,1,1868.5563141152738,,,
A011,5,16,,,1154,,,ALL,ALL,1,1546.621656398181,,,
A011,5,16,,,1154,,,NULL,6_1,1,1546.621656398181,,,
A011,6,16,,,1155,,,ALL,ALL,1,1517.0358805749615,,,
A011,6,16,,,1155,,,NULL,6_1,1,1517.0358805749615,,,
A011,7,16,,,1156,,,ALL,ALL,1,1449.529699026919,,,
A011,7,16,,,1156,,,NULL,6_1,1,1449.529699026919,,,
A011,8,16,,,1157,,,ALL,ALL,1,1448.0000446173576,,,
A011,8,16,,,1157,,,NULL,6_1,1,1448.0000446173576,,,
A011,9,16,,,1158,,,ALL,ALL,1,1360.8265963859849,,,
A011,9,16,,,1158,,,NULL,6_1,1,1360.8265963859849,,,
A011,10,16,,,1159,,,ALL,ALL,1,982.1858233442504,,,
A011,10,16,,,1159,,,NULL,6_1,1,982.1858233442504,,,
A011,1,17,,,1160,,,ALL,ALL,1,2509.570133484126,,,
A011,1,17,,,1160,,,NULL,6_1,1,2509.570133484126,,,
A011,2,17,,,1161,,,ALL,ALL,1,1643.0955748473339,,,
A011,2,17,,,1161,,,NULL,6_1,1,1643.0955748473339,,,
A011,3,17,,,1162,,,ALL,ALL,1,1610.0062527411433,,,
A011,3,17,,,1162,,,NULL,6_1,1,1610.0062527411433,,,
A011,4,17,,,1163,,,ALL,ALL,1,1333.3898064955363,,,
A011,4,17,,,1163,,,NULL,6_1,1,1333.3898064955363,,,
A011,5,17,,,1164,,,ALL,ALL,1,1329.7940285240566,,,
A011,5,17,,,1164,,,NULL,6_1,1,1329.7940285240566,,,
A011,6,17,,,1165,,,ALL,ALL,1,1286.5451127444203,,,
A011,6,17,,,1165,,,NULL,6_1,1,1286.5451127444203,,,
A011,7,17,,,1166,,,ALL,ALL,1,1207.1131740831518,,,
A011,7,17,,,1166,,,NULL,6_1,1,1207.1131740831518,,,
A011,8,17,,,1167,,,ALL,ALL,1,1025.8225001396368,,,
A011,8,17,,,1167,,,NULL,6_1,1,1025.8225001396368,,,
A011,9,17,,,1168,,,ALL,ALL,1,888.1183796888397,,,
A011,9,17,,,1168,,,NULL,6_1,1,888.1183796888397,,,
A011,10,17,,,1169,,,ALL,ALL,1,854.9011090498228,,,
A011,10,17,,,1169,,,NULL,6_1,1,854.9011090498228,,,
A011,1,18,,,1170,,,ALL,ALL,1,2767.038652547176,,,
A011,1,18,,,1170,,,NULL,9_1,1,2767.038652547176,,,
A011,2,18,,,1171,,,ALL,ALL,1,1916.4264841146173,,,
A011,2,18,,,1171,,,NULL,9_1,1,1916.4264841146173,,,
A011,3,18,,,1172,,,ALL,ALL,1,1656.095353745155,,,
A011,3,18,,,1172,,,NULL,9_1,1,1656.095353745155,,,
A011,4,18,,,1173,,,ALL,ALL,1,1494.0461699776438,,,
A011,4,18,,,1173,,,NULL,9_1,1,1494.0461699776438,,,
A011,5,18,,,1174,,,ALL,ALL,1,1392.9744364527148,,,
A011,5,18,,,1174,,,NULL,9_1,1,1392.9744364527148,,,
A011,6,18,,,1175,,,ALL,ALL,1,1373.8587522334647,,,
A011,6,18,,,1175,,,NULL,9_1,1,1373.8587522334647,,,
A011,7,18,,,1176,,,ALL,ALL,1,1289.0049964022105,,,
A011,7,18,,,1176,,,NULL,9_1,1,1289.0049964022105,,,
A011,8,18,,,1177,,,ALL,ALL,1,1147.302069854113,,,
A011,8,18,,,1177,,,NULL,9_1,1,1147.302069854113,,,
A011,9,18,,,1178,,,ALL,ALL,1,1042.239277652844,,,
A011,9,18,,,1178,,,NULL,9_1,1,1042.239277652844,,,
A011,10,18,,,1179,,,ALL,ALL,1,969.5008749100107,,,
A011,10,18,,,1179,,,NULL,9_1,1,969.5008749100107,,,
A011,1,19,,,1180,,,ALL,ALL,1,2631.7571960894647,,,
A011,1,19,,,1180,,,NULL,9_1,1,2631.7571960894647,,,
A011,2,19,,,1181,,,ALL,ALL,1,1914.4685943339862,,,
A011,2,19,,,1181,,,NULL,9_1,1,1914.4685943339862,,,
A011,3,19,,,1182,,,ALL,ALL,1,1718.3006898294002,,,
A011,3,19,,,1182,,,NULL,9_1,1,1718.3006898294002,,,
A011,4,19,,,1183,,,ALL,ALL,1,1556.4511068122742,,,
A011,4,19,,,1183,,,NULL,9_1,1,1556.4511068122742,,,
A011,5,19,,,1184,,,ALL,ALL,1,1497.8525126150478,,,
A011,5,19,,,1184,,,NULL,9_1,1,1497.8525126150478,,,
A011,6,19,,,1185,,,ALL,ALL,1,1471.2609900418815,,,
A011,6,19,,,1185,,,NULL,9_1,1,1471.2609900418815,,,
A011,7,19,,,1186,,,ALL,ALL,1,1213.3059726400247,,,
A011,7,19,,,1186,,,NULL,9_1,1,1213.3059726400247,,,
A011,8,19,,,1187,,,ALL,ALL,1,1209.9667262634518,,,
A011,8,19,,,1187,,,NULL,9_1,1,1209.9667262634518,,,
A011,9,19,,,1188,,,ALL,ALL,1,1150.2459692145815,,,
A011,9,19,,,1188,,,NULL,9_1,1,1150.2459692145815,,,
A011,10,19,,,1189,,,ALL,ALL,1,951.9167345827715,,,
A011,10,19,,,1189,,,NULL,9_1,1,951.9167345827715,,,
A011,1,20,,,1190,,,ALL,ALL,1,2191.542107212257,,,
A011,1,20,,,1190,,,NULL,10_1,1,2191.542107212257,,,
A011,2,20,,,1191,,,ALL,ALL,1,2127.9912909728864,,,
A011,2,20,,,1191,,,NULL,10_1,1,2127.9912909728864,,,
A011,3,20,,,1192,,,ALL,ALL,1,2092.5949240511527,,,
A011,3,20,,,1192,,,NULL,10_1,1,2092.5949240511527,,,
A011,4,20,,,1193,,,ALL,ALL,1,1750.8258418656906,,,
