probe,candidate,score,match,rank
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_13.jpg,0.328482304262,True,9
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,0.33337429355,True,10
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_05.jpg,0.346504704794,True,11
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_06.jpg,0.353032517359,True,12
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,0.406989555754,True,13
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_15.jpg,0.42126311901,True,14
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_11.jpg,0.582444887175,False,15
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_15.jpg,0.601938451448,False,16
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_02.jpg,0.604872029231,False,17
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_04.jpg,0.606748687248,False,18
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_11.jpg,0.606814442293,False,19
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_06.jpg,0.613270980121,False,20
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_06.jpg,0.617133466149,False,21
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_05.jpg,0.619174348886,False,22
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_15.jpg,0.622748164966,False,23
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_13.jpg,0.623266946056,False,24
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_14.jpg,0.623292685703,False,25
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_04.jpg,0.624626554267,False,26
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_12.jpg,0.627013688209,False,27
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_01.jpg,0.631869472485,False,28
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_01.jpg,0.637191725701,False,29
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_13.jpg,0.637927742553,False,30
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_02.jpg,0.642383182085,False,31
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_07.jpg,0.644664553107,False,32
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_07.jpg,0.644909571648,False,33
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_06.jpg,0.645519251001,False,34
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_05.jpg,0.646494039832,False,35
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_10.jpg,0.650117227447,False,36
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_05.jpg,0.653660735837,False,37
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_02.jpg,0.654713068062,False,38
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_03.jpg,0.656177614489,False,39
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_10.jpg,0.658726371075,False,40
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_04.jpg,0.658778228728,False,41
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s12_14.jpg,0.664373363344,False,42
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_03.jpg,0.664971784659,False,43
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_09.jpg,0.66589580475,False,44
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s06_09.jpg,0.666419703898,False,45
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_05.jpg,0.671674112893,False,46
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_10.jpg,0.672044732289,False,47
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_08.jpg,0.674624588209,False,48
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_14.jpg,0.67478593774,False,49
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_09.jpg,0.676460547738,False,50
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_06.jpg,0.341515662718,True,1
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_14.jpg,0.346428935049,True,2
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_07.jpg,0.354148849242,True,3
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_04.jpg,0.367901571864,True,4
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_13.jpg,0.368694290811,True,5
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_12.jpg,0.375590361589,True,6
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_08.jpg,0.379429322824,True,7
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_11.jpg,0.382123791664,True,8
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_05.jpg,0.399761745131,True,9
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,0.406989555754,True,10
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_15.jpg,0.418329493909,True,11
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_09.jpg,0.428706803916,True,12
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_10.jpg,0.431920331825,True,13
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,0.435204171872,True,14
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_06.jpg,0.550383131799,False,15
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_06.jpg,0.562623795463,False,16
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_15.jpg,0.566652042424,False,17
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_04.jpg,0.570620633735,False,18
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_05.jpg,0.581207141405,False,19
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_14.jpg,0.581599100904,False,20
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_14.jpg,0.589167289531,False,21
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_04.jpg,0.589526799064,False,22
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_13.jpg,0.596624309939,False,23
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_10.jpg,0.59745825096,False,24
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s05_06.jpg,0.600022837928,False,25
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_02.jpg,0.604770047183,False,26
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_11.jpg,0.60766080009,False,27
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_02.jpg,0.608434253554,False,28
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_09.jpg,0.610531393754,False,29
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_10.jpg,0.611496418924,False,30
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_02.jpg,0.61374485474,False,31
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s05_02.jpg,0.615918720751,False,32
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_01.jpg,0.616841304461,False,33
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_10.jpg,0.617160096989,False,34
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s05_15.jpg,0.617570013928,False,35
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_06.jpg,0.618204602326,False,36
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s05_03.jpg,0.618770406298,False,37
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_03.jpg,0.619027130761,False,38
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_11.jpg,0.620817988865,False,39
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_05.jpg,0.623008980857,False,40
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_02.jpg,0.625651472985,False,41
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_10.jpg,0.62717729251,False,42
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s05_09.jpg,0.629544986771,False,43
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_05.jpg,0.630360806607,False,44
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_05.jpg,0.63289710278,False,45
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_01.jpg,0.632970748182,False,46
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_11.jpg,0.634392700814,False,47
