TestId,Rank,ProbeMRR,ProbeERI,ProbeEPI,GalleryMRR,GalleryERI,GalleryEPI,P_Pos,G_Pos,MES_Id,Score,Qual_type,P_Qual,G_Qual
A013,3,3,,,1022,,,NULL,NULL,1,1822.1530974578793,,,
A013,4,3,,,1023,,,ALL,ALL,1,1743.9047284195915,,,
A013,4,3,,,1023,,,NULL,NULL,1,1743.9047284195915,,,
A013,5,3,,,1024,,,ALL,ALL,1,1503.948228503969,,,
A013,5,3,,,1024,,,NULL,NULL,1,1503.948228503969,,,
A013,6,3,,,1025,,,ALL,ALL,1,1351.6853613763712,,,
A013,6,3,,,1025,,,NULL,NULL,1,1351.6853613763712,,,
A013,7,3,,,1026,,,ALL,ALL,1,1292.742413246366,,,
A013,7,3,,,1026,,,NULL,NULL,1,1292.742413246366,,,
A013,8,3,,,1027,,,ALL,ALL,1,1121.2085546989722,,,
A013,8,3,,,1027,,,NULL,NULL,1,1121.2085546989722,,,
A013,9,3,,,1028,,,ALL,ALL,1,963.8055618647511,,,
A013,9,3,,,1028,,,NULL,NULL,1,963.8055618647511,,,
A013,10,3,,,1029,,,ALL,ALL,1,918.0027953763378,,,
A013,10,3,,,1029,,,NULL,NULL,1,918.0027953763378,,,
A013,1,4,,,1030,,,ALL,ALL,1,2953.482218806451,,,
A013,1,4,,,1030,,,NULL,NULL,1,2953.482218806451,,,
A013,2,4,,,1031,,,ALL,ALL,1,2213.3750863988753,,,
A013,2,4,,,1031,,,NULL,NULL,1,2213.3750863988753,,,
A013,3,4,,,1032,,,ALL,ALL,1,2191.7932302934328,,,
A013,3,4,,,1032,,,NULL,NULL,1,2191.7932302934328,,,
A013,4,4,,,1033,,,ALL,ALL,1,2167.7158431251255,,,
A013,4,4,,,1033,,,NULL,NULL,1,2167.7158431251255,,,
A013,5,4,,,1034,,,ALL,ALL,1,1827.8463242398632,,,
A013,5,4,,,1034,,,NULL,NULL,1,1827.8463242398632,,,
A013,6,4,,,1035,,,ALL,ALL,1,1603.9488226951914,,,
A013,6,4,,,1035,,,NULL,NULL,1,1603.9488226951914,,,
A013,7,4,,,1036,,,ALL,ALL,1,1375.0394004783986,,,
A013,7,4,,,1036,,,NULL,NULL,1,1375.0394004783986,,,
A013,8,4,,,1037,,,ALL,ALL,1,1244.0747179952878,,,
A013,8,4,,,1037,,,NULL,NULL,1,1244.0747179952878,,,
A013,9,4,,,1038,,,ALL,ALL,1,1038.9396234379756,,,
A013,9,4,,,1038,,,NULL,NULL,1,1038.9396234379756,,,
A013,10,4,,,1039,,,ALL,ALL,1,984.8967656448797,,,
A013,10,4,,,1039,,,NULL,NULL,1,984.8967656448797,,,
A013,1,5,,,1040,,,ALL,ALL,1,2675.2293156320366,,,
A013,1,5,,,1040,,,NULL,NULL,1,2675.2293156320366,,,
A013,2,5,,,1041,,,ALL,ALL,1,2150.8780324185664,,,
A013,2,5,,,1041,,,NULL,NULL,1,2150.8780324185664,,,
A013,3,5,,,1042,,,ALL,ALL,1,1799.251452976366,,,
A013,3,5,,,1042,,,NULL,NULL,1,1799.251452976366,,,
A013,4,5,,,1043,,,ALL,ALL,1,1698.6055613925362,,,
A013,4,5,,,1043,,,NULL,NULL,1,1698.6055613925362,,,
A013,5,5,,,1044,,,ALL,ALL,1,1647.8984128408604,,,
A013,5,5,,,1044,,,NULL,NULL,1,1647.8984128408604,,,
A013,6,5,,,1045,,,ALL,ALL,1,1606.323219427577,,,
A013,6,5,,,1045,,,NULL,NULL,1,1606.323219427577,,,
A013,7,5,,,1046,,,ALL,ALL,1,1590.2991195498882,,,
A013,7,5,,,1046,,,NULL,NULL,1,1590.2991195498882,,,
A013,8,5,,,1047,,,ALL,ALL,1,1462.1355691408467,,,
A013,8,5,,,1047,,,NULL,NULL,1,1462.1355691408467,,,
A013,9,5,,,1048,,,ALL,ALL,1,1443.1372570001895,,,
A013,9,5,,,1048,,,NULL,NULL,1,1443.1372570001895,,,
A013,10,5,,,1049,,,ALL,ALL,1,1358.9242882490676,,,
A013,10,5,,,1049,,,NULL,NULL,1,1358.9242882490676,,,
A013,1,6,,,1050,,,ALL,ALL,1,2637.519289915388,,,
A013,1,6,,,1050,,,NULL,NULL,1,2637.519289915388,,,
A013,2,6,,,1051,,,ALL,ALL,1,2043.3170599083242,,,
A013,2,6,,,1051,,,NULL,NULL,1,2043.3170599083242,,,
A013,3,6,,,1052,,,ALL,ALL,1,2005.4060336974837,,,
A013,3,6,,,1052,,,NULL,NULL,1,2005.4060336974837,,,
A013,4,6,,,1053,,,ALL,ALL,1,1836.2890832980659,,,
A013,4,6,,,1053,,,NULL,NULL,1,1836.2890832980659,,,
A013,5,6,,,1054,,,ALL,ALL,1,1602.4908042526909,,,
A013,5,6,,,1054,,,NULL,NULL,1,1602.4908042526909,,,
A013,6,6,,,1055,,,ALL,ALL,1,1491.5836272397514,,,
A013,6,6,,,1055,,,NULL,NULL,1,1491.5836272397514,,,
A013,7,6,,,1056,,,ALL,ALL,1,1256.6537478043683,,,
A013,7,6,,,1056,,,NULL,NULL,1,1256.6537478043683,,,
A013,8,6,,,1057,,,ALL,ALL,1,1210.1528719656646,,,
A013,8,6,,,1057,,,NULL,NULL,1,1210.1528719656646,,,
A013,9,6,,,1058,,,ALL,ALL,1,1209.5050275207707,,,
A013,9,6,,,1058,,,NULL,NULL,1,1209.5050275207707,,,
A013,10,6,,,1059,,,ALL,ALL,1,1118.8459020752166,,,
A013,10,6,,,1059,,,NULL,NULL,1,1118.8459020752166,,,
A013,1,7,,,1060,,,ALL,ALL,1,2696.81362805009,,,
A013,1,7,,,1060,,,NULL,NULL,1,2696.81362805009,,,
A013,2,7,,,1061,,,ALL,ALL,1,2015.8537456539043,,,
A013,2,7,,,1061,,,NULL,NULL,1,2015.8537456539043,,,
A013,3,7,,,1062,,,ALL,ALL,1,1854.076878054317,,,
A013,3,7,,,1062,,,NULL,NULL,1,1854.076878054317,,,
A013,4,7,,,1063,,,ALL,ALL,1,1682.471651922984,,,
A013,4,7,,,1063,,,NULL,NULL,1,1682.471651922984,,,
A013,5,7,,,1064,,,ALL,ALL,1,1592.6235599002073,,,
A013,5,7,,,1064,,,NULL,NULL,1,1592.6235599002073,,,
A013,6,7,,,1065,,,ALL,ALL,1,1489.9197038626046,,,
A013,6,7,,,1065,,,NULL,NULL,1,1489.9197038626046,,,
A013,7,7,,,1066,,,ALL,ALL,1,1335.4272189393998,,,
A013,7,7,,,1066,,,NULL,NULL,1,1335.4272189393998,,,
A013,8,7,,,1067,,,ALL,ALL,1,1318.2105451878965,,,
A013,8,7,,,1067,,,NULL,NULL,1,1318.2105451878965,,,
A013,9,7,,,1068,,,ALL,ALL,1,1164.3675888681146,,,
A013,9,7,,,1068,,,NULL,NULL,1,1164.3675888681146,,,
A013,10,7,,,1069,,,ALL,ALL,1,1093.6761849323186,,,
A013,10,7,,,1069,,,NULL,NULL,1,1093.6761849323186,,,
A013,1,8,,,1070,,,ALL,ALL,1,2359.4383190025605,,,
A013,1,8,,,1070,,,NULL,NULL,1,2359.4383190025605,,,
A013,2,8,,,1071,,,ALL,ALL,1,2160.2788166282107,,,
A013,2,8,,,1071,,,NULL,NULL,1,2160.2788166282107,,,
A013,3,8,,,1072,,,ALL,ALL,1,1856.975235277126,,,
A013,3,8,,,1072,,,NULL,NULL,1,1856.975235277126,,,
A013,4,8,,,1073,,,ALL,ALL,1,1804.2271222505092,,,
A013,4,8,,,1073,,,NULL,NULL,1,1804.2271222505092,,,
A013,5,8,,,1074,,,ALL,ALL,1,1675.1903796635002,,,
A013,5,8,,,1074,,,NULL,NULL,1,1675.1903796635002,,,
A013,6,8,,,1075,,,ALL,ALL,1,1644.800405221198,,,
A013,6,8,,,1075,,,NULL,NULL,1,1644.800405221198,,,
A013,7,8,,,1076,,,ALL,ALL,1,1626.8890809410973,,,
A013,7,8,,,1076,,,NULL,NULL,1,1626.8890809410973,,,
A013,8,8,,,1077,,,ALL,ALL,1,1587.2733187592369,,,
A013,8,8,,,1077,,,NULL,NULL,1,1587.2733187592369,,,
A013,9,8,,,1078,,,ALL,ALL,1,1560.147773358621,,,
A013,9,8,,,1078,,,NULL,NULL,1,1560.147773358621,,,
A013,10,8,,,1079,,,ALL,ALL,1,1493.2475455300764,,,
A013,10,8,,,1079,,,NULL,NULL,1,1493.2475455300764,,,
A013,1,9,,,1080,,,ALL,ALL,1,2644.5715008043067,,,
A013,1,9,,,1080,,,NULL,NULL,1,2644.5715008043067,,,
A013,2,9,,,1081,,,ALL,ALL,1,1923.031084266654,,,
A013,2,9,,,1081,,,NULL,NULL,1,1923.031084266654,,,
A013,3,9,,,1082,,,ALL,ALL,1,1802.7268032918405,,,
A013,3,9,,,1082,,,NULL,NULL,1,1802.7268032918405,,,
A013,4,9,,,1083,,,ALL,ALL,1,1683.194955152284,,,
A013,4,9,,,1083,,,NULL,NULL,1,1683.194955152284,,,
A013,5,9,,,1084,,,ALL,ALL,1,1509.943514405323,,,
A013,5,9,,,1084,,,NULL,NULL,1,1509.943514405323,,,
A013,6,9,,,1085,,,ALL,ALL,1,1450.2161716879036,,,
A013,6,9,,,1085,,,NULL,NULL,1,1450.2161716879036,,,
A013,7,9,,,1086,,,ALL,ALL,1,1371.151748995643,,,
A013,7,9,,,1086,,,NULL,NULL,1,1371.151748995643,,,
A013,8,9,,,1087,,,ALL,ALL,1,1363.2217035679275,,,
A013,8,9,,,1087,,,NULL,NULL,1,1363.2217035679275,,,
A013,9,9,,,1088,,,ALL,ALL,1,1222.9509554118692,,,
A013,9,9,,,1088,,,NULL,NULL,1,1222.9509554118692,,,
A013,10,9,,,1089,,,ALL,ALL,1,1021.9463210116353,,,
A013,10,9,,,1089,,,NULL,NULL,1,1021.9463210116353,,,
A013,1,10,,,1090,,,ALL,ALL,1,2394.18177529844,,,
A013,1,10,,,1090,,,NULL,NULL,1,2394.18177529844,,,
A013,2,10,,,1091,,,ALL,ALL,1,2087.2478273225424,,,
A013,2,10,,,1091,,,NULL,NULL,1,2087.2478273225424,,,
A013,3,10,,,1092,,,ALL,ALL,1,1726.2104761753433,,,
A013,3,10,,,1092,,,NULL,NULL,1,1726.2104761753433,,,
A013,4,10,,,1093,,,ALL,ALL,1,1504.6150785617513,,,
A013,4,10,,,1093,,,NULL,NULL,1,1504.6150785617513,,,
A013,5,10,,,1094,,,ALL,ALL,1,1425.2504116251212,,,
A013,5,10,,,1094,,,NULL,NULL,1,1425.2504116251212,,,
A013,6,10,,,1095,,,ALL,ALL,1,1409.9399078811098,,,
A013,6,10,,,1095,,,NULL,NULL,1,1409.9399078811098,,,
A013,7,10,,,1096,,,ALL,ALL,1,1284.3467450267449,,,
A013,7,10,,,1096,,,NULL,NULL,1,1284.3467450267449,,,
A013,8,10,,,1097,,,ALL,ALL,1,1263.3077906079045,,,
A013,8,10,,,1097,,,NULL,NULL,1,1263.3077906079045,,,
A013,9,10,,,1098,,,ALL,ALL,1,1104.036491041355,,,
A013,9,10,,,1098,,,NULL,NULL,1,1104.036491041355,,,
A013,10,10,,,1099,,,ALL,ALL,1,898.8382420975457,,,
A013,10,10,,,1099,,,NULL,NULL,1,898.8382420975457,,,
A013,1,11,,,1100,,,ALL,ALL,1,2435.9444412899797,,,
A013,1,11,,,1100,,,NULL,NULL,1,2435.9444412899797,,,
A013,2,11,,,1101,,,ALL,ALL,1,1650.3704644708268,,,
A013,2,11,,,1101,,,NULL,NULL,1,1650.3704644708268,,,
A013,3,11,,,1102,,,ALL,ALL,1,1543.6065611474069,,,
A013,3,11,,,1102,,,NULL,NULL,1,1543.6065611474069,,,
A013,4,11,,,1103,,,ALL,ALL,1,1529.6649293147614,,,
A013,4,11,,,1103,,,NULL,NULL,1,1529.6649293147614,,,
A013,5,11,,,1104,,,ALL,ALL,1,1522.6538266536804,,,
A013,5,11,,,1104,,,NULL,NULL,1,1522.6538266536804,,,
A013,6,11,,,1105,,,ALL,ALL,1,1477.821928531501,,,
A013,6,11,,,1105,,,NULL,NULL,1,1477.821928531501,,,
A013,7,11,,,1106,,,ALL,ALL,1,1439.4074227332487,,,
A013,7,11,,,1106,,,NULL,NULL,1,1439.4074227332487,,,
A013,8,11,,,1107,,,ALL,ALL,1,1201.0402789945733,,,
A013,8,11,,,1107,,,NULL,NULL,1,1201.0402789945733,,,
A013,9,11,,,1108,,,ALL,ALL,1,1128.5272932051946,,,
A013,9,11,,,1108,,,NULL,NULL,1,1128.5272932051946,,,
A013,10,11,,,1109,,,ALL,ALL,1,1034.4413828889724,,,
A013,10,11,,,1109,,,NULL,NULL,1,1034.4413828889724,,,
A013,1,12,,,1110,,,ALL,ALL,1,2473.950330103853,,,
A013,1,12,,,1110,,,NULL,NULL,1,2473.950330103853,,,
A013,2,12,,,1111,,,ALL,ALL,1,1837.5361801873885,,,
A013,2,12,,,1111,,,NULL,NULL,1,1837.5361801873885,,,
A013,3,12,,,1112,,,ALL,ALL,1,1776.0866165720686,,,
A013,3,12,,,1112,,,NULL,NULL,1,1776.0866165720686,,,
A013,4,12,,,1113,,,ALL,ALL,1,1739.0736812284263,,,
A013,4,12,,,1113,,,NULL,NULL,1,1739.0736812284263,,,
A013,5,12,,,1114,,,ALL,ALL,1,1569.553555268422,,,
A013,5,12,,,1114,,,NULL,NULL,1,1569.553555268422,,,
A013,6,12,,,1115,,,ALL,ALL,1,1313.583890058253,,,
A013,6,12,,,1115,,,NULL,NULL,1,1313.583890058253,,,
A013,7,12,,,1116,,,ALL,ALL,1,1250.2029199603514,,,
A013,7,12,,,1116,,,NULL,NULL,1,1250.2029199603514,,,
A013,8,12,,,1117,,,ALL,ALL,1,1219.5072435072525,,,
A013,8,12,,,1117,,,NULL,NULL,1,1219.5072435072525,,,
A013,9,12,,,1118,,,ALL,ALL,1,997.5646681267654,,,
A013,9,12,,,1118,,,NULL,NULL,1,997.5646681267654,,,
A013,10,12,,,1119,,,ALL,ALL,1,923.9552716624966,,,
A013,10,12,,,1119,,,NULL,NULL,1,923.9552716624966,,,
A013,1,13,,,1120,,,ALL,ALL,1,2666.987659378881,,,
A013,1,13,,,1120,,,NULL,NULL,1,2666.987659378881,,,
A013,2,13,,,1121,,,ALL,ALL,1,1934.414655230948,,,
A013,2,13,,,1121,,,NULL,NULL,1,1934.414655230948,,,
A013,3,13,,,1122,,,ALL,ALL,1,1842.422385654932,,,
A013,3,13,,,1122,,,NULL,NULL,1,1842.422385654932,,,
A013,4,13,,,1123,,,ALL,ALL,1,1680.7648714283796,,,
A013,4,13,,,1123,,,NULL,NULL,1,1680.7648714283796,,,
A013,5,13,,,1124,,,ALL,ALL,1,1623.6530180373743,,,
A013,5,13,,,1124,,,NULL,NULL,1,1623.6530180373743,,,
A013,6,13,,,1125,,,ALL,ALL,1,1550.4835392442014,,,
A013,6,13,,,1125,,,NULL,NULL,1,1550.4835392442014,,,
A013,7,13,,,1126,,,ALL,ALL,1,1346.2605124258394,,,
A013,7,13,,,1126,,,NULL,NULL,1,1346.2605124258394,,,
A013,8,13,,,1127,,,ALL,ALL,1,1240.7362798155057,,,
A013,8,13,,,1127,,,NULL,NULL,1,1240.7362798155057,,,
A013,9,13,,,1128,,,ALL,ALL,1,1131.4228209548062,,,
A013,9,13,,,1128,,,NULL,NULL,1,1131.4228209548062,,,
A013,10,13,,,1129,,,ALL,ALL,1,834.7788222071295,,,
A013,10,13,,,1129,,,NULL,NULL,1,834.7788222071295,,,
A013,1,14,,,1130,,,ALL,ALL,1,2822.55562870426,,,
A013,1,14,,,1130,,,NULL,NULL,1,2822.55562870426,,,
A013,2,14,,,1131,,,ALL,ALL,1,2100.8020874527115,,,
A013,2,14,,,1131,,,NULL,NULL,1,2100.8020874527115,,,
A013,3,14,,,1132,,,ALL,ALL,1,1802.9814177627943,,,
A013,3,14,,,1132,,,NULL,NULL,1,1802.9814177627943,,,
A013,4,14,,,1133,,,ALL,ALL,1,1695.5617020979785,,,
A013,4,14,,,1133,,,NULL,NULL,1,1695.5617020979785,,,
A013,5,14,,,1134,,,ALL,ALL,1,1640.0889439007606,,,
A013,5,14,,,1134,,,NULL,NULL,1,1640.0889439007606,,,
A013,6,14,,,1135,,,ALL,ALL,1,1411.0084121241655,,,
A013,6,14,,,1135,,,NULL,NULL,1,1411.0084121241655,,,
A013,7,14,,,1136,,,ALL,ALL,1,1268.1661256773327,,,
A013,7,14,,,1136,,,NULL,NULL,1,1268.1661256773327,,,
A013,8,14,,,1137,,,ALL,ALL,1,1247.5650223807493,,,
A013,8,14,,,1137,,,NULL,NULL,1,1247.5650223807493,,,
A013,9,14,,,1138,,,ALL,ALL,1,1019.132360087438,,,
A013,9,14,,,1138,,,NULL,NULL,1,1019.132360087438,,,
A013,10,14,,,1139,,,ALL,ALL,1,761.7511520925755,,,
A013,10,14,,,1139,,,NULL,NULL,1,761.7511520925755,,,
A013,1,15,,,1140,,,ALL,ALL,1,2251.139101257026,,,
A013,1,15,,,1140,,,NULL,NULL,1,2251.139101257026,,,
A013,2,15,,,1141,,,ALL,ALL,1,1813.8673723891388,,,
A013,2,15,,,1141,,,NULL,NULL,1,1813.8673723891388,,,
A013,3,15,,,1142,,,ALL,ALL,1,1807.5621477217526,,,
A013,3,15,,,1142,,,NULL,NULL,1,1807.5621477217526,,,
A013,4,15,,,1143,,,ALL,ALL,1,1805.4960276023157,,,
A013,4,15,,,1143,,,NULL,NULL,1,1805.4960276023157,,,
A013,5,15,,,1144,,,ALL,ALL,1,1584.8411923590272,,,
A013,5,15,,,1144,,,NULL,NULL,1,1584.8411923590272,,,
A013,6,15,,,1145,,,ALL,ALL,1,1569.9207047022492,,,
A013,6,15,,,1145,,,NULL,NULL,1,1569.9207047022492,,,
A013,7,15,,,1146,,,ALL,ALL,1,1513.1787808475663,,,
A013,7,15,,,1146,,,NULL,NULL,1,1513.1787808475663,,,
A013,8,15,,,1147,,,ALL,ALL,1,1470.4163978532224,,,
A013,8,15,,,1147,,,NULL,NULL,1,1470.4163978532224,,,
A013,9,15,,,1148,,,ALL,ALL,1,1349.815956639258,,,
A013,9,15,,,1148,,,NULL,NULL,1,1349.815956639258,,,
A013,10,15,,,1149,,,ALL,ALL,1,1210.7981267598252,,,
A013,10,15,,,1149,,,NULL,NULL,1,1210.7981267598252,,,
A013,1,16,,,1150,,,ALL,ALL,1,1931.841677488795,,,
A013,1,16,,,1150,,,NULL,NULL,1,1931.841677488795,,,
A013,2,16,,,1151,,,ALL,ALL,1,1925.7736040392028,,,
A013,2,16,,,1151,,,NULL,NULL,1,1925.7736040392028,,,
A013,3,16,,,1152,,,ALL,ALL,1,1696.0830629128614,,,
A013,3,16,,,1152,,,NULL,NULL,1,1696.0830629128614,,,
A013,4,16,,,1153,,,ALL,ALL,1,1690.7535047491976,,,
A013,4,16,,,1153,,,NULL,NULL,1,1690.7535047491976,,,
A013,5,16,,,1154,,,ALL,ALL,1,1552.8850843502255,,,
A013,5,16,,,1154,,,NULL,NULL,1,1552.8850843502255,,,
A013,6,16,,,1155,,,ALL,ALL,1,1505.9580238710166,,,
A013,6,16,,,1155,,,NULL,NULL,1,1505.9580238710166,,,
A013,7,16,,,1156,,,ALL,ALL,1,1442.0606480898427,,,
A013,7,16,,,1156,,,NULL,NULL,1,1442.0606480898427,,,
A013,8,16,,,1157,,,ALL,ALL,1,1263.968431261916,,,
A013,8,16,,,1157,,,NULL,NULL,1,1263.968431261916,,,
A013,9,16,,,1158,,,ALL,ALL,1,1230.9488602789165,,,
A013,9,16,,,1158,,,NULL,NULL,1,1230.9488602789165,,,
A013,10,16,,,1159,,,ALL,ALL,1,1124.570269817006,,,
A013,10,16,,,1159,,,NULL,NULL,1,1124.570269817006,,,
A013,1,17,,,1160,,,ALL,ALL,1,2742.821660930951,,,
A013,1,17,,,1160,,,NULL,NULL,1,2742.821660930951,,,
A013,2,17,,,1161,,,ALL,ALL,1,1826.949066311017,,,
A013,2,17,,,1161,,,NULL,NULL,1,1826.949066311017,,,
A013,3,17,,,1162,,,ALL,ALL,1,1736.2780992937353,,,
A013,3,17,,,1162,,,NULL,NULL,1,1736.2780992937353,,,
A013,4,17,,,1163,,,ALL,ALL,1,1682.9395782432937,,,
A013,4,17,,,1163,,,NULL,NULL,1,1682.9395782432937,,,
A013,5,17,,,1164,,,ALL,ALL,1,1482.413032018014,,,
A013,5,17,,,1164,,,NULL,NULL,1,1482.413032018014,,,
A013,6,17,,,1165,,,ALL,ALL,1,1249.5028800527166,,,
A013,6,17,,,1165,,,NULL,NULL,1,1249.5028800527166,,,
A013,7,17,,,1166,,,ALL,ALL,1,1243.4471578162752,,,
A013,7,17,,,1166,,,NULL,NULL,1,1243.4471578162752,,,
A013,8,17,,,1167,,,ALL,ALL,1,1181.5631979979512,,,
A013,8,17,,,1167,,,NULL,NULL,1,1181.5631979979512,,,
A013,9,17,,,1168,,,ALL,ALL,1,1136.7278449344585,,,
A013,9,17,,,1168,,,NULL,NULL,1,1136.7278449344585,,,
A013,10,17,,,1169,,,ALL,ALL,1,895.4800012596525,,,
A013,10,17,,,1169,,,NULL,NULL,1,895.4800012596525,,,
A013,1,18,,,1170,,,ALL,ALL,1,2630.769527111573,,,
A013,1,18,,,1170,,,NULL,NULL,1,2630.769527111573,,,
A013,2,18,,,1171,,,ALL,ALL,1,1828.0812916616244,,,
A013,2,18,,,1171,,,NULL,NULL,1,1828.0812916616244,,,
A013,3,18,,,1172,,,ALL,ALL,1,1807.3054192644454,,,
A013,3,18,,,1172,,,NULL,NULL,1,1807.3054192644454,,,
A013,4,18,,,1173,,,ALL,ALL,1,1775.3596686911724,,,
A013,4,18,,,1173,,,NULL,NULL,1,1775.3596686911724,,,
A013,5,18,,,1174,,,ALL,ALL,1,1644.332160085025,,,
A013,5,18,,,1174,,,NULL,NULL,1,1644.332160085025,,,
A013,6,18,,,1175,,,ALL,ALL,1,1632.7364771831383,,,
A013,6,18,,,1175,,,NULL,NULL,1,1632.7364771831383,,,
A013,7,18,,,1176,,,ALL,ALL,1,1604.669119979024,,,
A013,7,18,,,1176,,,NULL,NULL,1,1604.669119979024,,,
A013,8,18,,,1177,,,ALL,ALL,1,1600.144446144924,,,
A013,8,18,,,1177,,,NULL,NULL,1,1600.144446144924,,,
A013,9,18,,,1178,,,ALL,ALL,1,1567.4283185576048,,,
A013,9,18,,,1178,,,NULL,NULL,1,1567.4283185576048,,,
A013,10,18,,,1179,,,ALL,ALL,1,1489.8749362848507,,,
A013,10,18,,,1179,,,NULL,NULL,1,1489.8749362848507,,,
A013,1,19,,,1180,,,ALL,ALL,1,2335.7443466241266,,,
A013,1,19,,,1180,,,NULL,NULL,1,2335.7443466241266,,,
A013,2,19,,,1181,,,ALL,ALL,1,2197.821087869238,,,
A013,2,19,,,1181,,,NULL,NULL,1,2197.821087869238,,,
A013,3,19,,,1182,,,ALL,ALL,1,1767.1500182039917,,,
A013,3,19,,,1182,,,NULL,NULL,1,1767.1500182039917,,,
A013,4,19,,,1183,,,ALL,ALL,1,1670.684608617878,,,
A013,4,19,,,1183,,,NULL,NULL,1,1670.684608617878,,,
A013,5,19,,,1184,,,ALL,ALL,1,1464.0100888394343,,,
A013,5,19,,,1184,,,NULL,NULL,1,1464.0100888394343,,,
A013,6,19,,,1185,,,ALL,ALL,1,1405.264496549898,,,
A013,6,19,,,1185,,,NULL,NULL,1,1405.264496549898,,,
A013,7,19,,,1186,,,ALL,ALL,1,1343.1065865605738,,,
A013,7,19,,,1186,,,NULL,NULL,1,1343.1065865605738,,,
A013,8,19,,,1187,,,ALL,ALL,1,1321.2124500177206,,,
A013,8,19,,,1187,,,NULL,NULL,1,1321.2124500177206,,,
A013,9,19,,,1188,,,ALL,ALL,1,1321.1341095085993,,,
A013,9,19,,,1188,,,NULL,NULL,1,1321.1341095085993,,,
A013,10,19,,,1189,,,ALL,ALL,1,852.7168247003858,,,
A013,10,19,,,1189,,,NULL,NULL,1,852.7168247003858,,,
A013,1,20,,,1190,,,ALL,ALL,1,2175.9650016986825,,,
A013,1,20,,,1190,,,NULL,NULL,1,2175.9650016986825,,,
A013,2,20,,,1191,,,ALL,ALL,1,2052.082751121321,,,
A013,2,20,,,1191,,,NULL,NULL,1,2052.082751121321,,,
A013,3,20,,,1192,,,ALL,ALL,1,2028.441782296486,,,
A013,3,20,,,1192,,,NULL,NULL,1,2028.441782296486,,,
