TestId,Rank,ProbeMRR,ProbeERI,ProbeEPI,GalleryMRR,GalleryERI,GalleryEPI,P_Pos,G_Pos,MES_Id,Score,Qual_type,P_Qual,G_Qual
A014,8,1,,,1007,,,10,10,1,1241.4337724214415,,,
A014,9,1,,,1008,,,ALL,ALL,1,1204.250012556694,,,
A014,9,1,,,1008,,,1,1,1,1204.250012556694,,,
A014,9,1,,,1008,,,2,2,1,1204.250012556694,,,
A014,9,1,,,1008,,,3,3,1,1204.250012556694,,,
A014,9,1,,,1008,,,4,4,1,1204.250012556694,,,
A014,9,1,,,1008,,,5,5,1,1204.250012556694,,,
A014,9,1,,,1008,,,6,6,1,1204.250012556694,,,
A014,9,1,,,1008,,,7,7,1,1204.250012556694,,,
A014,9,1,,,1008,,,8,8,1,1204.250012556694,,,
A014,9,1,,,1008,,,9,9,1,1204.250012556694,,,
A014,9,1,,,1008,,,10,10,1,1204.250012556694,,,
A014,10,1,,,1009,,,ALL,ALL,1,1040.5596665506207,,,
A014,10,1,,,1009,,,1,1,1,1040.5596665506207,,,
A014,10,1,,,1009,,,2,2,1,1040.5596665506207,,,
A014,10,1,,,1009,,,3,3,1,1040.5596665506207,,,
A014,10,1,,,1009,,,4,4,1,1040.5596665506207,,,
A014,10,1,,,1009,,,5,5,1,1040.5596665506207,,,
A014,10,1,,,1009,,,6,6,1,1040.5596665506207,,,
A014,10,1,,,1009,,,7,7,1,1040.5596665506207,,,
A014,10,1,,,1009,,,8,8,1,1040.5596665506207,,,
A014,10,1,,,1009,,,9,9,1,1040.5596665506207,,,
A014,10,1,,,1009,,,10,10,1,1040.5596665506207,,,
A014,1,2,,,1010,,,ALL,ALL,1,2521.1322036196793,,,
A014,1,2,,,1010,,,1,1,1,2521.1322036196793,,,
A014,1,2,,,1010,,,2,2,1,2521.1322036196793,,,
A014,1,2,,,1010,,,3,3,1,2521.1322036196793,,,
A014,1,2,,,1010,,,4,4,1,2521.1322036196793,,,
A014,1,2,,,1010,,,5,5,1,2521.1322036196793,,,
A014,1,2,,,1010,,,6,6,1,2521.1322036196793,,,
A014,1,2,,,1010,,,7,7,1,2521.1322036196793,,,
A014,1,2,,,1010,,,8,8,1,2521.1322036196793,,,
A014,1,2,,,1010,,,9,9,1,2521.1322036196793,,,
A014,1,2,,,1010,,,10,10,1,2521.1322036196793,,,
A014,2,2,,,1011,,,ALL,ALL,1,1657.7035002500934,,,
A014,2,2,,,1011,,,1,1,1,1657.7035002500934,,,
A014,2,2,,,1011,,,2,2,1,1657.7035002500934,,,
A014,2,2,,,1011,,,3,3,1,1657.7035002500934,,,
A014,2,2,,,1011,,,4,4,1,1657.7035002500934,,,
A014,2,2,,,1011,,,5,5,1,1657.7035002500934,,,
A014,2,2,,,1011,,,6,6,1,1657.7035002500934,,,
A014,2,2,,,1011,,,7,7,1,1657.7035002500934,,,
A014,2,2,,,1011,,,8,8,1,1657.7035002500934,,,
A014,2,2,,,1011,,,9,9,1,1657.7035002500934,,,
A014,2,2,,,1011,,,10,10,1,1657.7035002500934,,,
A014,3,2,,,1012,,,ALL,ALL,1,1600.0425099794754,,,
A014,3,2,,,1012,,,1,1,1,1600.0425099794754,,,
A014,3,2,,,1012,,,2,2,1,1600.0425099794754,,,
A014,3,2,,,1012,,,3,3,1,1600.0425099794754,,,
A014,3,2,,,1012,,,4,4,1,1600.0425099794754,,,
A014,3,2,,,1012,,,5,5,1,1600.0425099794754,,,
A014,3,2,,,1012,,,6,6,1,1600.0425099794754,,,
A014,3,2,,,1012,,,7,7,1,1600.0425099794754,,,
A014,3,2,,,1012,,,8,8,1,1600.0425099794754,,,
A014,3,2,,,1012,,,9,9,1,1600.0425099794754,,,
A014,3,2,,,1012,,,10,10,1,1600.0425099794754,,,
A014,4,2,,,1013,,,ALL,ALL,1,1584.140597292839,,,
A014,4,2,,,1013,,,1,1,1,1584.140597292839,,,
A014,4,2,,,1013,,,2,2,1,1584.140597292839,,,
A014,4,2,,,1013,,,3,3,1,1584.140597292839,,,
A014,4,2,,,1013,,,4,4,1,1584.140597292839,,,
A014,4,2,,,1013,,,5,5,1,1584.140597292839,,,
A014,4,2,,,1013,,,6,6,1,1584.140597292839,,,
A014,4,2,,,1013,,,7,7,1,1584.140597292839,,,
A014,4,2,,,1013,,,8,8,1,1584.140597292839,,,
A014,4,2,,,1013,,,9,9,1,1584.140597292839,,,
A014,4,2,,,1013,,,10,10,1,1584.140597292839,,,
A014,5,2,,,1014,,,ALL,ALL,1,1526.0278732427955,,,
A014,5,2,,,1014,,,1,1,1,1526.0278732427955,,,
A014,5,2,,,1014,,,2,2,1,1526.0278732427955,,,
A014,5,2,,,1014,,,3,3,1,1526.0278732427955,,,
A014,5,2,,,1014,,,4,4,1,1526.0278732427955,,,
A014,5,2,,,1014,,,5,5,1,1526.0278732427955,,,
A014,5,2,,,1014,,,6,6,1,1526.0278732427955,,,
A014,5,2,,,1014,,,7,7,1,1526.0278732427955,,,
A014,5,2,,,1014,,,8,8,1,1526.0278732427955,,,
A014,5,2,,,1014,,,9,9,1,1526.0278732427955,,,
A014,5,2,,,1014,,,10,10,1,1526.0278732427955,,,
A014,6,2,,,1015,,,ALL,ALL,1,1279.61432138935,,,
A014,6,2,,,1015,,,1,1,1,1279.61432138935,,,
A014,6,2,,,1015,,,2,2,1,1279.61432138935,,,
A014,6,2,,,1015,,,3,3,1,1279.61432138935,,,
A014,6,2,,,1015,,,4,4,1,1279.61432138935,,,
A014,6,2,,,1015,,,5,5,1,1279.61432138935,,,
A014,6,2,,,1015,,,6,6,1,1279.61432138935,,,
A014,6,2,,,1015,,,7,7,1,1279.61432138935,,,
A014,6,2,,,1015,,,8,8,1,1279.61432138935,,,
A014,6,2,,,1015,,,9,9,1,1279.61432138935,,,
A014,6,2,,,1015,,,10,10,1,1279.61432138935,,,
A014,7,2,,,1016,,,ALL,ALL,1,1262.8507520409562,,,
A014,7,2,,,1016,,,1,1,1,1262.8507520409562,,,
A014,7,2,,,1016,,,2,2,1,1262.8507520409562,,,
A014,7,2,,,1016,,,3,3,1,1262.8507520409562,,,
A014,7,2,,,1016,,,4,4,1,1262.8507520409562,,,
A014,7,2,,,1016,,,5,5,1,1262.8507520409562,,,
A014,7,2,,,1016,,,6,6,1,1262.8507520409562,,,
A014,7,2,,,1016,,,7,7,1,1262.8507520409562,,,
A014,7,2,,,1016,,,8,8,1,1262.8507520409562,,,
A014,7,2,,,1016,,,9,9,1,1262.8507520409562,,,
A014,7,2,,,1016,,,10,10,1,1262.8507520409562,,,
A014,8,2,,,1017,,,ALL,ALL,1,1209.3752599354707,,,
A014,8,2,,,1017,,,1,1,1,1209.3752599354707,,,
A014,8,2,,,1017,,,2,2,1,1209.3752599354707,,,
A014,8,2,,,1017,,,3,3,1,1209.3752599354707,,,
A014,8,2,,,1017,,,4,4,1,1209.3752599354707,,,
A014,8,2,,,1017,,,5,5,1,1209.3752599354707,,,
A014,8,2,,,1017,,,6,6,1,1209.3752599354707,,,
A014,8,2,,,1017,,,7,7,1,1209.3752599354707,,,
A014,8,2,,,1017,,,8,8,1,1209.3752599354707,,,
A014,8,2,,,1017,,,9,9,1,1209.3752599354707,,,
A014,8,2,,,1017,,,10,10,1,1209.3752599354707,,,
A014,9,2,,,1018,,,ALL,ALL,1,1183.0279657287613,,,
A014,9,2,,,1018,,,1,1,1,1183.0279657287613,,,
A014,9,2,,,1018,,,2,2,1,1183.0279657287613,,,
A014,9,2,,,1018,,,3,3,1,1183.0279657287613,,,
A014,9,2,,,1018,,,4,4,1,1183.0279657287613,,,
A014,9,2,,,1018,,,5,5,1,1183.0279657287613,,,
A014,9,2,,,1018,,,6,6,1,1183.0279657287613,,,
A014,9,2,,,1018,,,7,7,1,1183.0279657287613,,,
A014,9,2,,,1018,,,8,8,1,1183.0279657287613,,,
A014,9,2,,,1018,,,9,9,1,1183.0279657287613,,,
A014,9,2,,,1018,,,10,10,1,1183.0279657287613,,,
A014,10,2,,,1019,,,ALL,ALL,1,1151.4963539390026,,,
A014,10,2,,,1019,,,1,1,1,1151.4963539390026,,,
A014,10,2,,,1019,,,2,2,1,1151.4963539390026,,,
A014,10,2,,,1019,,,3,3,1,1151.4963539390026,,,
A014,10,2,,,1019,,,4,4,1,1151.4963539390026,,,
A014,10,2,,,1019,,,5,5,1,1151.4963539390026,,,
A014,10,2,,,1019,,,6,6,1,1151.4963539390026,,,
A014,10,2,,,1019,,,7,7,1,1151.4963539390026,,,
A014,10,2,,,1019,,,8,8,1,1151.4963539390026,,,
A014,10,2,,,1019,,,9,9,1,1151.4963539390026,,,
A014,10,2,,,1019,,,10,10,1,1151.4963539390026,,,
A014,1,3,,,1020,,,ALL,ALL,1,3156.9924503600105,,,
A014,1,3,,,1020,,,1,1,1,3156.9924503600105,,,
A014,1,3,,,1020,,,2,2,1,3156.9924503600105,,,
A014,1,3,,,1020,,,3,3,1,3156.9924503600105,,,
A014,1,3,,,1020,,,4,4,1,3156.9924503600105,,,
A014,1,3,,,1020,,,5,5,1,3156.9924503600105,,,
A014,1,3,,,1020,,,6,6,1,3156.9924503600105,,,
A014,1,3,,,1020,,,7,7,1,3156.9924503600105,,,
A014,1,3,,,1020,,,8,8,1,3156.9924503600105,,,
A014,1,3,,,1020,,,9,9,1,3156.9924503600105,,,
A014,1,3,,,1020,,,10,10,1,3156.9924503600105,,,
A014,2,3,,,1021,,,ALL,ALL,1,2250.4537050894874,,,
A014,2,3,,,1021,,,1,1,1,2250.4537050894874,,,
A014,2,3,,,1021,,,2,2,1,2250.4537050894874,,,
A014,2,3,,,1021,,,3,3,1,2250.4537050894874,,,
A014,2,3,,,1021,,,4,4,1,2250.4537050894874,,,
A014,2,3,,,1021,,,5,5,1,2250.4537050894874,,,
A014,2,3,,,1021,,,6,6,1,2250.4537050894874,,,
A014,2,3,,,1021,,,7,7,1,2250.4537050894874,,,
A014,2,3,,,1021,,,8,8,1,2250.4537050894874,,,
A014,2,3,,,1021,,,9,9,1,2250.4537050894874,,,
A014,2,3,,,1021,,,10,10,1,2250.4537050894874,,,
A014,3,3,,,1022,,,ALL,ALL,1,1936.8960417146886,,,
A014,3,3,,,1022,,,1,1,1,1936.8960417146886,,,
A014,3,3,,,1022,,,2,2,1,1936.8960417146886,,,
A014,3,3,,,1022,,,3,3,1,1936.8960417146886,,,
A014,3,3,,,1022,,,4,4,1,1936.8960417146886,,,
A014,3,3,,,1022,,,5,5,1,1936.8960417146886,,,
A014,3,3,,,1022,,,6,6,1,1936.8960417146886,,,
A014,3,3,,,1022,,,7,7,1,1936.8960417146886,,,
A014,3,3,,,1022,,,8,8,1,1936.8960417146886,,,
A014,3,3,,,1022,,,9,9,1,1936.8960417146886,,,
A014,3,3,,,1022,,,10,10,1,1936.8960417146886,,,
A014,4,3,,,1023,,,ALL,ALL,1,1869.9006637332222,,,
A014,4,3,,,1023,,,1,1,1,1869.9006637332222,,,
A014,4,3,,,1023,,,2,2,1,1869.9006637332222,,,
A014,4,3,,,1023,,,3,3,1,1869.9006637332222,,,
A014,4,3,,,1023,,,4,4,1,1869.9006637332222,,,
A014,4,3,,,1023,,,5,5,1,1869.9006637332222,,,
A014,4,3,,,1023,,,6,6,1,1869.9006637332222,,,
A014,4,3,,,1023,,,7,7,1,1869.9006637332222,,,
A014,4,3,,,1023,,,8,8,1,1869.9006637332222,,,
A014,4,3,,,1023,,,9,9,1,1869.9006637332222,,,
A014,4,3,,,1023,,,10,10,1,1869.9006637332222,,,
A014,5,3,,,1024,,,ALL,ALL,1,1705.9141254260294,,,
A014,5,3,,,1024,,,1,1,1,1705.9141254260294,,,
A014,5,3,,,1024,,,2,2,1,1705.9141254260294,,,
A014,5,3,,,1024,,,3,3,1,1705.9141254260294,,,
A014,5,3,,,1024,,,4,4,1,1705.9141254260294,,,
A014,5,3,,,1024,,,5,5,1,1705.9141254260294,,,
A014,5,3,,,1024,,,6,6,1,1705.9141254260294,,,
A014,5,3,,,1024,,,7,7,1,1705.9141254260294,,,
A014,5,3,,,1024,,,8,8,1,1705.9141254260294,,,
A014,5,3,,,1024,,,9,9,1,1705.9141254260294,,,
A014,5,3,,,1024,,,10,10,1,1705.9141254260294,,,
A014,6,3,,,1025,,,ALL,ALL,1,1664.4271471945435,,,
A014,6,3,,,1025,,,1,1,1,1664.4271471945435,,,
A014,6,3,,,1025,,,2,2,1,1664.4271471945435,,,
A014,6,3,,,1025,,,3,3,1,1664.4271471945435,,,
A014,6,3,,,1025,,,4,4,1,1664.4271471945435,,,
A014,6,3,,,1025,,,5,5,1,1664.4271471945435,,,
A014,6,3,,,1025,,,6,6,1,1664.4271471945435,,,
A014,6,3,,,1025,,,7,7,1,1664.4271471945435,,,
A014,6,3,,,1025,,,8,8,1,1664.4271471945435,,,
A014,6,3,,,1025,,,9,9,1,1664.4271471945435,,,
A014,6,3,,,1025,,,10,10,1,1664.4271471945435,,,
A014,7,3,,,1026,,,ALL,ALL,1,1526.5650078283015,,,
A014,7,3,,,1026,,,1,1,1,1526.5650078283015,,,
A014,7,3,,,1026,,,2,2,1,1526.5650078283015,,,
A014,7,3,,,1026,,,3,3,1,1526.5650078283015,,,
A014,7,3,,,1026,,,4,4,1,1526.5650078283015,,,
A014,7,3,,,1026,,,5,5,1,1526.5650078283015,,,
A014,7,3,,,1026,,,6,6,1,1526.5650078283015,,,
A014,7,3,,,1026,,,7,7,1,1526.5650078283015,,,
A014,7,3,,,1026,,,8,8,1,1526.5650078283015,,,
A014,7,3,,,1026,,,9,9,1,1526.5650078283015,,,
A014,7,3,,,1026,,,10,10,1,1526.5650078283015,,,
A014,8,3,,,1027,,,ALL,ALL,1,1485.3131345545055,,,
A014,8,3,,,1027,,,1,1,1,1485.3131345545055,,,
A014,8,3,,,1027,,,2,2,1,1485.3131345545055,,,
A014,8,3,,,1027,,,3,3,1,1485.3131345545055,,,
A014,8,3,,,1027,,,4,4,1,1485.3131345545055,,,
A014,8,3,,,1027,,,5,5,1,1485.3131345545055,,,
A014,8,3,,,1027,,,6,6,1,1485.3131345545055,,,
A014,8,3,,,1027,,,7,7,1,1485.3131345545055,,,
A014,8,3,,,1027,,,8,8,1,1485.3131345545055,,,
A014,8,3,,,1027,,,9,9,1,1485.3131345545055,,,
A014,8,3,,,1027,,,10,10,1,1485.3131345545055,,,
A014,9,3,,,1028,,,ALL,ALL,1,1192.0460162063828,,,
A014,9,3,,,1028,,,1,1,1,1192.0460162063828,,,
A014,9,3,,,1028,,,2,2,1,1192.0460162063828,,,
A014,9,3,,,1028,,,3,3,1,1192.0460162063828,,,
A014,9,3,,,1028,,,4,4,1,1192.0460162063828,,,
A014,9,3,,,1028,,,5,5,1,1192.0460162063828,,,
A014,9,3,,,1028,,,6,6,1,1192.0460162063828,,,
A014,9,3,,,1028,,,7,7,1,1192.0460162063828,,,
A014,9,3,,,1028,,,8,8,1,1192.0460162063828,,,
A014,9,3,,,1028,,,9,9,1,1192.0460162063828,,,
A014,9,3,,,1028,,,10,10,1,1192.0460162063828,,,
A014,10,3,,,1029,,,ALL,ALL,1,780.8089152625021,,,
A014,10,3,,,1029,,,1,1,1,780.8089152625021,,,
A014,10,3,,,1029,,,2,2,1,780.8089152625021,,,
A014,10,3,,,1029,,,3,3,1,780.8089152625021,,,
A014,10,3,,,1029,,,4,4,1,780.8089152625021,,,
A014,10,3,,,1029,,,5,5,1,780.8089152625021,,,
A014,10,3,,,1029,,,6,6,1,780.8089152625021,,,
A014,10,3,,,1029,,,7,7,1,780.8089152625021,,,
A014,10,3,,,1029,,,8,8,1,780.8089152625021,,,
A014,10,3,,,1029,,,9,9,1,780.8089152625021,,,
A014,10,3,,,1029,,,10,10,1,780.8089152625021,,,
A014,1,4,,,1030,,,ALL,ALL,1,2424.68017636023,,,
A014,1,4,,,1030,,,1,1,1,2424.68017636023,,,
A014,1,4,,,1030,,,2,2,1,2424.68017636023,,,
A014,1,4,,,1030,,,3,3,1,2424.68017636023,,,
A014,1,4,,,1030,,,4,4,1,2424.68017636023,,,
A014,1,4,,,1030,,,5,5,1,2424.68017636023,,,
A014,1,4,,,1030,,,6,6,1,2424.68017636023,,,
A014,1,4,,,1030,,,7,7,1,2424.68017636023,,,
A014,1,4,,,1030,,,8,8,1,2424.68017636023,,,
A014,1,4,,,1030,,,9,9,1,2424.68017636023,,,
A014,1,4,,,1030,,,10,10,1,2424.68017636023,,,
A014,2,4,,,1031,,,ALL,ALL,1,1659.5360537831616,,,
A014,2,4,,,1031,,,1,1,1,1659.5360537831616,,,
A014,2,4,,,1031,,,2,2,1,1659.5360537831616,,,
A014,2,4,,,1031,,,3,3,1,1659.5360537831616,,,
A014,2,4,,,1031,,,4,4,1,1659.5360537831616,,,
A014,2,4,,,1031,,,5,5,1,1659.5360537831616,,,
A014,2,4,,,1031,,,6,6,1,1659.5360537831616,,,
A014,2,4,,,1031,,,7,7,1,1659.5360537831616,,,
A014,2,4,,,1031,,,8,8,1,1659.5360537831616,,,
A014,2,4,,,1031,,,9,9,1,1659.5360537831616,,,
A014,2,4,,,1031,,,10,10,1,1659.5360537831616,,,
A014,3,4,,,1032,,,ALL,ALL,1,1640.2082940790558,,,
A014,3,4,,,1032,,,1,1,1,1640.2082940790558,,,
A014,3,4,,,1032,,,2,2,1,1640.2082940790558,,,
A014,3,4,,,1032,,,3,3,1,1640.2082940790558,,,
A014,3,4,,,1032,,,4,4,1,1640.2082940790558,,,
A014,3,4,,,1032,,,5,5,1,1640.2082940790558,,,
A014,3,4,,,1032,,,6,6,1,1640.2082940790558,,,
A014,3,4,,,1032,,,7,7,1,1640.2082940790558,,,
A014,3,4,,,1032,,,8,8,1,1640.2082940790558,,,
A014,3,4,,,1032,,,9,9,1,1640.2082940790558,,,
A014,3,4,,,1032,,,10,10,1,1640.2082940790558,,,
A014,4,4,,,1033,,,ALL,ALL,1,1596.6882718193742,,,
A014,4,4,,,1033,,,1,1,1,1596.6882718193742,,,
A014,4,4,,,1033,,,2,2,1,1596.6882718193742,,,
A014,4,4,,,1033,,,3,3,1,1596.6882718193742,,,
A014,4,4,,,1033,,,4,4,1,1596.6882718193742,,,
A014,4,4,,,1033,,,5,5,1,1596.6882718193742,,,
A014,4,4,,,1033,,,6,6,1,1596.6882718193742,,,
A014,4,4,,,1033,,,7,7,1,1596.6882718193742,,,
A014,4,4,,,1033,,,8,8,1,1596.6882718193742,,,
A014,4,4,,,1033,,,9,9,1,1596.6882718193742,,,
A014,4,4,,,1033,,,10,10,1,1596.6882718193742,,,
A014,5,4,,,1034,,,ALL,ALL,1,1590.1841565812429,,,
A014,5,4,,,1034,,,1,1,1,1590.1841565812429,,,
A014,5,4,,,1034,,,2,2,1,1590.1841565812429,,,
A014,5,4,,,1034,,,3,3,1,1590.1841565812429,,,
A014,5,4,,,1034,,,4,4,1,1590.1841565812429,,,
A014,5,4,,,1034,,,5,5,1,1590.1841565812429,,,
A014,5,4,,,1034,,,6,6,1,1590.1841565812429,,,
A014,5,4,,,1034,,,7,7,1,1590.1841565812429,,,
A014,5,4,,,1034,,,8,8,1,1590.1841565812429,,,
A014,5,4,,,1034,,,9,9,1,1590.1841565812429,,,
A014,5,4,,,1034,,,10,10,1,1590.1841565812429,,,
A014,6,4,,,1035,,,ALL,ALL,1,1402.408020906735,,,
A014,6,4,,,1035,,,1,1,1,1402.408020906735,,,
A014,6,4,,,1035,,,2,2,1,1402.408020906735,,,
A014,6,4,,,1035,,,3,3,1,1402.408020906735,,,
A014,6,4,,,1035,,,4,4,1,1402.408020906735,,,
A014,6,4,,,1035,,,5,5,1,1402.408020906735,,,
A014,6,4,,,1035,,,6,6,1,1402.408020906735,,,
A014,6,4,,,1035,,,7,7,1,1402.408020906735,,,
A014,6,4,,,1035,,,8,8,1,1402.408020906735,,,
A014,6,4,,,1035,,,9,9,1,1402.408020906735,,,
A014,6,4,,,1035,,,10,10,1,1402.408020906735,,,
A014,7,4,,,1036,,,ALL,ALL,1,1351.9125355251315,,,
A014,7,4,,,1036,,,1,1,1,1351.9125355251315,,,
A014,7,4,,,1036,,,2,2,1,1351.9125355251315,,,
A014,7,4,,,1036,,,3,3,1,1351.9125355251315,,,
A014,7,4,,,1036,,,4,4,1,1351.9125355251315,,,
A014,7,4,,,1036,,,5,5,1,1351.9125355251315,,,
A014,7,4,,,1036,,,6,6,1,1351.9125355251315,,,
A014,7,4,,,1036,,,7,7,1,1351.9125355251315,,,
A014,7,4,,,1036,,,8,8,1,1351.9125355251315,,,
A014,7,4,,,1036,,,9,9,1,1351.9125355251315,,,
A014,7,4,,,1036,,,10,10,1,1351.9125355251315,,,
A014,8,4,,,1037,,,ALL,ALL,1,1335.4830380499247,,,
A014,8,4,,,1037,,,1,1,1,1335.4830380499247,,,
A014,8,4,,,1037,,,2,2,1,1335.4830380499247,,,
A014,8,4,,,1037,,,3,3,1,1335.4830380499247,,,
A014,8,4,,,1037,,,4,4,1,1335.4830380499247,,,
A014,8,4,,,1037,,,5,5,1,1335.4830380499247,,,
A014,8,4,,,1037,,,6,6,1,1335.4830380499247,,,
A014,8,4,,,1037,,,7,7,1,1335.4830380499247,,,
A014,8,4,,,1037,,,8,8,1,1335.4830380499247,,,
A014,8,4,,,1037,,,9,9,1,1335.4830380499247,,,
A014,8,4,,,1037,,,10,10,1,1335.4830380499247,,,
A014,9,4,,,1038,,,ALL,ALL,1,1038.7886695779898,,,
A014,9,4,,,1038,,,1,1,1,1038.7886695779898,,,
A014,9,4,,,1038,,,2,2,1,1038.7886695779898,,,
A014,9,4,,,1038,,,3,3,1,1038.7886695779898,,,
A014,9,4,,,1038,,,4,4,1,1038.7886695779898,,,
A014,9,4,,,1038,,,5,5,1,1038.7886695779898,,,
A014,9,4,,,1038,,,6,6,1,1038.7886695779898,,,
A014,9,4,,,1038,,,7,7,1,1038.7886695779898,,,
A014,9,4,,,1038,,,8,8,1,1038.7886695779898,,,
A014,9,4,,,1038,,,9,9,1,1038.7886695779898,,,
A014,9,4,,,1038,,,10,10,1,1038.7886695779898,,,
